Nº;Date;Time;Country;League;Home;Away;golsHome;jogosHome;golsAway;jogosAway;avgHome;sdHome;avgAway;sdAway;avgSum;0x0;1x0;2x0;1x1;0x1;0x2;U25
598;27/08/2023;14:00;ICELAND;BESTA DEILD KARLA - ROUND 21;KR Reykjavik;Fylkir;44;22;35;22;2,0;1,7321;1,5909;1,1143;3,5909;2,76;5,51;5,51;8,77;4,39;3,49;30,43
599;27/08/2023;11:00;FAROE ISLANDS;PREMIER LEAGUE - ROUND 20;TB Tvoroyri;B36 Torshavn;42;21;32;20;2,0;1,9272;1,6;1,3565;3,6;2,73;5,47;5,47;8,74;4,37;3,5;30,28
600;27/08/2023;15:15;BULGARIA;PARVA LIGA - ROUND 7;Ludogorets;Beroe;55;22;21;19;2,5;1,7516;1,1053;1,119;3,6053;2,72;6,79;8,49;7,51;3,0;1,66;30,17
601;27/08/2023;12:00;SLOVAKIA;4. LIGA - BRATISLAVA - ROUND 4;Tomasov;Ivanka pri Dunaji;38;23;45;23;1,6522;1,2374;1,9565;1,3344;3,6087;2,71;4,47;3,69;8,76;5,3;5,18;30,11
602;27/08/2023;10:00;ENGLAND;PREMIER LEAGUE - ROUND 3;Sheffield Utd;Manchester City;37;21;37;20;1,7619;1,5089;1,85;1,4239;3,6119;2,7;4,76;4,19;8,8;4,99;4,62;30,06
603;27/08/2023;08:30;GERMANY;2. BUNDESLIGA - ROUND 4;St. Pauli;Magdeburg;25;19;46;20;1,3158;1,1264;2,3;2,9343;3,6158;2,69;3,54;2,33;8,14;6,19;7,12;30,01
604;27/08/2023;11:00;LUXEMBOURG;BGL LIGUE - ROUND 4;UNA Strassen;Mondorf;33;21;45;22;1,5714;1,3299;2,0455;1,6916;3,6169;2,69;4,22;3,32;8,64;5,49;5,62;29,98
605;27/08/2023;02:00;AUSTRALIA;NPL NSW - ROUND 30;Marconi Stallions;Central Coast U21;47;21;29;21;2,2381;1,7156;1,381;1,09;3,6191;2,68;6,0;6,71;8,29;3,7;2,56;29,94
606;27/08/2023;12:00;SLOVAKIA;4. LIGA - WEST - ROUND 4;Gabcikovo;Levice;57;21;20;22;2,7143;1,9553;0,9091;0,9959;3,6234;2,67;7,24;9,83;6,59;2,43;1,1;29,86
607;27/08/2023;11:00;DENMARK;SUPERLIGA - ROUND 6;Hvidovre IF;Odense;33;18;43;24;1,8333;1,7717;1,7917;1,224;3,625;2,67;4,89;4,48;8,75;4,77;4,28;29,84
608;27/08/2023;02:00;AUSTRALIA;NPL NSW - ROUND 30;APIA Leichhardt;St. George City;43;21;30;19;2,0476;1,5577;1,5789;1,0421;3,6265;2,66;5,45;5,58;8,6;4,2;3,32;29,81
609;27/08/2023;12:30;AFRICA;CAF CHAMPIONS LEAGUE - QUALIFICATION - SEMI-FINALS;LISCR FC;Bo Rangers;45;20;29;21;2,25;1,337;1,381;0,8985;3,631;2,65;5,96;6,7;8,23;3,66;2,53;29,73
610;27/08/2023;11:00;ICELAND;BESTA DEILD WOMEN - ROUND 18;IBV Vestmannaeyjar W;Hafnarfjordur W;36;22;42;21;1,6364;1,4938;2,0;1,8257;3,6364;2,63;4,31;3,53;8,62;5,27;5,27;29,63
611;27/08/2023;10:15;GERMANY;OBERLIGA MITTELRHEIN - ROUND 3;Frechen;Fortuna Koln II;37;20;34;19;1,85;1,4239;1,7895;1,5754;3,6395;2,63;4,86;4,49;8,7;4,7;4,21;29,59
612;27/08/2023;11:30;CZECH REPUBLIC;OLOMOUCKY KP - ROUND 4;Zelatovice;Brodek u Prerova;50;20;24;21;2,5;1,5652;1,1429;1,0367;3,6429;2,62;6,54;8,18;7,48;2,99;1,71;29,52
613;27/08/2023;05:00;ROMANIA;LIGA 2 - ROUND 4;Progresul Spartac;Corvinul Hunedoara;20;19;57;22;1,0526;1,05;2,5909;1,8005;3,6435;2,62;2,76;1,45;7,13;6,78;8,78;29,52
614;27/08/2023;11:30;CZECH REPUBLIC;DIVISION E - ROUND 4;Kostelec na Hane;Vsechovice;38;19;33;20;2,0;1,3377;1,65;0,9631;3,65;2,6;5,2;5,2;8,58;4,29;3,54;29,41
615;27/08/2023;11:30;ITALY;PRIMAVERA 1 - ROUND 1;Juventus U19;Cagliari U19;49;21;29;22;2,3333;1,4254;1,3182;0,9237;3,6515;2,6;6,06;7,06;7,98;3,42;2,26;29,38
616;27/08/2023;05:00;ROMANIA;LIGA 2 - ROUND 4;Steaua Bucuresti;CSM Alexandria;52;25;30;19;2,08;1,6228;1,5789;1,3105;3,6589;2,58;5,36;5,57;8,46;4,07;3,21;29,25
617;27/08/2023;20:00;USA;MLS NEXT PRO;St. Louis City 2;San Jose Earthquakes II;38;21;39;21;1,8095;1,2196;1,8571;1,1249;3,6666;2,56;4,63;4,19;8,59;4,75;4,41;29,13
618;27/08/2023;09:00;LATVIA;1. LIGA - ROUND 17;Valmiera 2;Rezekne;59;21;18;21;2,8095;2,4808;0,8571;1,2831;3,6666;2,55;7,18;10,09;6,15;2,19;0,94;29,1
619;27/08/2023;10:00;CZECH REPUBLIC;2. LIGA WOMEN - ROUND 1;Dukla Prague W;Lisen W;27;20;51;22;1,35;1,3143;2,3182;2,0088;3,6682;2,55;3,45;2,33;7,99;5,91;6,86;29,09
620;27/08/2023;19:30;USA;MLS NEXT PRO;Philadelphia Union II;New England Revolution II;46;21;34;23;2,1905;1,6218;1,4783;1,3145;3,6688;2,55;5,59;6,12;8,26;3,77;2,79;29,08
621;27/08/2023;12:00;FINLAND;KAKKONEN GROUP A;Futura;PPJ;25;20;51;21;1,25;1,5772;2,4286;3,017;3,6786;2,53;3,16;1,97;7,67;6,13;7,45;28,91
622;27/08/2023;11:30;SLOVAKIA;3. LIGA - WEST - ROUND 4;Malacky;MSK Martin;44;21;38;24;2,0952;1,8492;1,5833;1,3202;3,6785;2,53;5,29;5,55;8,38;4,0;3,16;28,91
623;27/08/2023;10:30;TURKEY;2. LIG WHITE GROUP - ROUND 1;Kirsehir SK;Erokspor;37;22;44;22;1,6818;1,1827;2,0;1,954;3,6818;2,52;4,23;3,56;8,47;5,04;5,04;28,86
624;27/08/2023;12:00;SERBIA;PRVA LIGA - ROUND 4;Graficar Beograd;Dubocica;37;19;40;23;1,9474;1,6375;1,7391;1,0721;3,6865;2,51;4,88;4,75;8,49;4,36;3,79;28,78
625;27/08/2023;09:00;AUSTRIA;BUNDESLIGA WOMEN - ROUND 1;Wacker Innsbruck W;Altach/Vorderland W;24;21;56;22;1,1429;1,39;2,5455;2,0611;3,6884;2,5;2,86;1,63;7,28;6,37;8,1;28,74
626;27/08/2023;12:00;SLOVAKIA;4. LIGA - WEST - ROUND 4;Gbely;Trebatice;41;21;33;19;1,9524;1,812;1,7368;1,7724;3,6892;2,5;4,88;4,76;8,47;4,34;3,77;28,72
627;27/08/2023;08:00;GERMANY;JUNIOREN BUNDESLIGA NORTH - ROUND 4;Wolfsburg U19;Hamburger SV U19;28;21;52;22;1,3333;0,7766;2,3636;1,4938;3,6969;2,48;3,31;2,2;7,82;5,86;6,93;28,6
628;27/08/2023;05:15;CZECH REPUBLIC;MSFL - ROUND 4;Unicov;Frydlant n. O.;49;20;30;24;2,45;1,7168;1,25;1,299;3,7;2,47;6,06;7,42;7,57;3,09;1,93;28,54
629;27/08/2023;12:30;HUNGARY;OTP BANK LIGA - ROUND 5;Ferencvaros;Paks;29;17;36;18;1,7059;1,2255;2,0;1,2472;3,7059;2,46;4,19;3,57;8,39;4,92;4,92;28,45
630;27/08/2023;01:00;AUSTRALIA;AUSTRALIA CUP - 1/8-FINALS;Melbourne City;Wellington Phoenix;52;22;35;26;2,3636;1,4316;1,3462;1,1074;3,7098;2,45;5,79;6,84;7,79;3,3;2,22;28,39
631;27/08/2023;09:00;DENMARK;2ND DIVISION;Esbjerg;Thisted FC;48;21;30;21;2,2857;1,419;1,4286;1,0034;3,7143;2,44;5,57;6,37;7,96;3,48;2,49;28,31
632;27/08/2023;12:00;NORWAY;ELITESERIEN - ROUND 20;Valerenga;Odd;44;25;43;22;1,76;1,3647;1,9545;1,637;3,7145;2,44;4,29;3,77;8,38;4,76;4,65;28,29
633;27/08/2023;05:15;CZECH REPUBLIC;DIVISION F - ROUND 4;Havirov;Vratimov;34;24;46;20;1,4167;1,3819;2,3;1,9261;3,7167;2,43;3,45;2,44;7,92;5,59;6,43;28,26
634;27/08/2023;12:30;ENGLAND;PREMIER LEAGUE - ROUND 3;Newcastle;Liverpool;43;22;37;21;1,9545;1,609;1,7619;1,6592;3,7164;2,43;4,75;4,64;8,37;4,28;3,77;28,24
635;27/08/2023;12:00;CZECH REPUBLIC;PRAZSKY PREBOR - ROUND 4;Vysehrad;Zlicin;50;23;34;22;2,1739;1,8333;1,5455;1,6713;3,7194;2,42;5,27;5,73;8,15;3,75;2,89;28,21
636;27/08/2023;12:30;SPAIN;LALIGA - ROUND 3;Villarreal;Barcelona;30;17;49;25;1,7647;1,3074;1,96;1,4277;3,7247;2,41;4,26;3,76;8,34;4,73;4,63;28,13
637;27/08/2023;06:00;ITALY;PRIMAVERA 1 - ROUND 1;Verona U19;Lecce U19;48;22;31;20;2,1818;1,7487;1,55;1,244;3,7318;2,39;5,22;5,7;8,1;3,71;2,88;28,0
638;27/08/2023;10:00;CZECH REPUBLIC;FORTUNA:LIGA - ROUND 6;Bohemians;Hradec Kralove;48;21;32;22;2,2857;1,6078;1,4545;1,3392;3,7402;2,37;5,43;6,2;7,9;3,45;2,51;27,86
639;27/08/2023;19:00;BRAZIL;SERIE A - ROUND 21;Gremio;Cruzeiro;45;22;34;20;2,0455;1,4917;1,7;1,4526;3,7455;2,36;4,83;4,94;8,22;4,02;3,41;27,78
640;27/08/2023;05:30;SLOVAKIA;2. LIGA - ROUND 5;Petrzalka;Povazska Bystrica;37;20;38;20;1,85;1,621;1,9;2,3643;3,75;2,35;4,35;4,03;8,27;4,47;4,24;27,71
641;27/08/2023;09:00;SWEDEN;DIVISION 2 - NORRA SVEALAND - ROUND 18;Karlbergs;Hudiksvall;44;21;35;21;2,0952;1,477;1,6667;1,4254;3,7619;2,32;4,87;5,1;8,12;3,87;3,23;27,51
642;27/08/2023;10:00;GERMANY;OBERLIGA BREMEN - ROUND 3;Union 60 Bremen;Woltmershausen;43;21;36;21;2,0476;1,09;1,7143;1,6943;3,7619;2,32;4,76;4,87;8,16;3,98;3,41;27,5
643;27/08/2023;10:00;GERMANY;OBERLIGA NIEDERRHEIN - ROUND 3;Baumberg;Meerbusch;55;24;31;21;2,2917;1,9681;1,4762;1,18;3,7679;2,31;5,29;6,07;7,82;3,41;2,52;27,42
644;27/08/2023;11:00;SWEDEN;DIVISION 2 - SÖDRA SVEALAND - ROUND 18;Sleipner;Smedby;46;22;37;22;2,0909;1,7297;1,6818;1,2572;3,7727;2,3;4,81;5,02;8,09;3,87;3,25;27,34
645;27/08/2023;05:30;AUSTRIA;REGIONALLIGA WEST - ROUND 5;Rothis;RW Rankweil;42;22;41;22;1,9091;1,3111;1,8636;1,6596;3,7727;2,3;4,39;4,19;8,18;4,28;3,99;27,33
646;27/08/2023;10:00;POLAND;DIVISION 2 - ROUND 6;LKS Lodz II;KKS Kalisz;49;21;26;18;2,3333;1,2848;1,4444;1,2571;3,7777;2,29;5,34;6,23;7,71;3,3;2,39;27,26
647;27/08/2023;10:00;GERMANY;OBERLIGA NIEDERSACHSEN - ROUND 4;Bersenbruck;Vorsfelde;57;22;24;20;2,5909;1,7751;1,2;1,249;3,7909;2,26;5,85;7,58;7,02;2,71;1,63;27,05
648;27/08/2023;15:35;ARGENTINA;PRIMERA A WOMEN - CLAUSURA - ROUND 2;Defensores de Belgrano W;UAI Urquiza W;25;21;52;20;1,1905;1,4013;2,6;2,5179;3,7905;2,26;2,69;1,6;6,99;5,87;7,63;27,04
649;27/08/2023;14:15;COSTA RICA;LIGA DE ASCENSO - APERTURA - ROUND 7;AD Sarchi;ADR Jicaral;45;21;33;20;2,1429;1,7261;1,65;1,3519;3,7929;2,25;4,83;5,17;7,97;3,72;3,07;27,01
650;27/08/2023;09:00;SWEDEN;DIVISION 1 - NORRA - ROUND 19;Umea FC;United Nordic;37;20;43;22;1,85;1,0618;1,9545;1,1472;3,8045;2,23;4,12;3,81;8,05;4,35;4,25;26,81
651;27/08/2023;13:30;BULGARIA;VTORA LIGA - ROUND 7;Chernomorets Balchik;Spartak Pleven;57;20;23;24;2,85;1,9818;0,9583;0,9345;3,8083;2,22;6,32;9,01;6,06;2,12;1,02;26,75
652;27/08/2023;12:00;CZECH REPUBLIC;KRALOVEHRADECKY KP - ROUND 4;Trebes;Police nad Metuji;45;21;35;21;2,1429;1,3553;1,6667;1,6714;3,8096;2,22;4,75;5,09;7,91;3,69;3,08;26,74
653;27/08/2023;12:00;CZECH REPUBLIC;DIVISION C - ROUND 4;Hlinsko;Benatky n. Jiz.;43;22;39;21;1,9545;1,5219;1,8571;1,2066;3,8116;2,21;4,32;4,22;8,02;4,1;3,81;26,68
654;27/08/2023;08:00;CAMBODIA;CPL;NagaWorld;Phnom Penh Crown;30;20;44;19;1,5;1,4663;2,3158;1,6239;3,8158;2,2;3,3;2,48;7,65;5,1;5,9;26,63
655;27/08/2023;20:00;MEXICO;LIGA MX WOMEN - APERTURA - ROUND 8;Atl. San Luis W;Guadalajara Chivas W;43;22;43;23;1,9545;1,3973;1,8696;1,6233;3,8241;2,18;4,27;4,17;7,98;4,08;3,82;26,5
656;27/08/2023;11:30;NORWAY;DIVISION 3 - GROUP 6 - ROUND 17;Floya;Asker;56;23;32;23;2,4348;1,8842;1,3913;1,093;3,8261;2,18;5,31;6,46;7,38;3,03;2,11;26,47
657;27/08/2023;12:00;CZECH REPUBLIC;STREDOCESKY KP - ROUND 4;Sokolec;Dobris;46;16;20;21;2,875;1,2686;0,9524;1,2527;3,8274;2,18;6,26;9,0;5,96;2,07;0,99;26,46
658;27/08/2023;11:00;SCOTLAND;LOWLAND LEAGUE;Stirling University;Tranent;47;21;35;22;2,2381;1,411;1,5909;1,3369;3,829;2,17;4,86;5,44;7,74;3,46;2,75;26,42
659;27/08/2023;20:00;USA;MLS NEXT PRO;New York Red Bulls 2;Chicago Fire II;34;22;48;21;1,5455;1,0757;2,2857;1,6372;3,8312;2,17;3,35;2,59;7,66;4,96;5,66;26,39
660;27/08/2023;10:00;GERMANY;REGIONALLIGA NORTH - ROUND 5;Spelle-Venhaus;Lohne;44;21;35;20;2,0952;1,5401;1,75;1,6394;3,8452;2,14;4,48;4,69;7,84;3,74;3,27;26,16
661;27/08/2023;08:00;DENMARK;1ST DIVISION - ROUND 7;Koge;Fredericia;38;22;53;25;1,7273;1,4517;2,12;1,796;3,8473;2,13;3,69;3,18;7,82;4,53;4,8;26,15
662;27/08/2023;14:30;QATAR;QSL - ROUND 2;Al Wakra;Shamal;43;21;45;25;2,0476;1,8638;1,8;1,7436;3,8476;2,13;4,37;4,47;7,86;3,84;3,45;26,12
663;27/08/2023;11:30;CZECH REPUBLIC;MORAVSKOSLEZSKY KP - ROUND 4;Pusta Polom;Jakubcovice;53;20;24;20;2,65;1,7965;1,2;0,8718;3,85;2,13;5,64;7,47;6,77;2,56;1,53;26,1
664;27/08/2023;14:15;BELGIUM;CHALLENGER PRO LEAGUE - ROUND 3;Francs Borains;Anderlecht U23;42;21;37;20;2,0;1,4475;1,85;1,1948;3,85;2,13;4,26;4,26;7,87;3,94;3,64;26,1
665;27/08/2023;09:00;GERMANY;OBERLIGA HESSEN - ROUND 5;Baunatal;Giessen;43;21;38;21;2,0476;1,3619;1,8095;1,3669;3,8571;2,11;4,32;4,43;7,83;3,82;3,46;25,97
666;27/08/2023;01:30;AUSTRALIA;NPL NORTHERN NSW - PLAY OFFS - QUARTER-FINALS;Charlestown Azzurri;Weston Workers;44;22;41;22;2,0;1,6787;1,8636;1,6038;3,8636;2,1;4,2;4,2;7,83;3,91;3,64;25,88
667;27/08/2023;06:00;GERMANY;2. BUNDESLIGA WOMEN - ROUND 2;Eintracht Frankfurt II W;Hamburger SV W;40;22;39;19;1,8182;1,1923;2,0526;1,605;3,8708;2,08;3,79;3,44;7,78;4,28;4,39;25,76
668;27/08/2023;16:30;PORTUGAL;LIGA PORTUGAL - ROUND 3;Sporting CP;Famalicao;64;25;29;22;2,56;1,4988;1,3182;0,9237;3,8782;2,07;5,3;6,78;6,98;2,73;1,8;25,66
669;27/08/2023;05:15;CZECH REPUBLIC;DIVISION B - ROUND 4;Meteor Prague;SK Kladno;42;21;36;19;2,0;1,8257;1,8947;1,5181;3,8947;2,03;4,07;4,07;7,71;3,85;3,65;25,38
670;27/08/2023;15:30;ITALY;SERIE B - ROUND 2;Catanzaro;Ternana;60;21;24;23;2,8571;1,5208;1,0435;1,122;3,9006;2,02;5,78;8,26;6,03;2,11;1,1;25,3
671;27/08/2023;12:00;AUSTRIA;REGIONALLIGA CENTRAL - ROUND 5;Wolfsberger AC;Gleisdorf;39;18;33;19;2,1667;1,5;1,7368;1,4452;3,9035;2,02;4,37;4,74;7,59;3,5;3,04;25,26
672;27/08/2023;15:00;GREECE;SUPER LEAGUE - ROUND 2;PAOK;Kifisias;37;19;45;23;1,9474;1,605;1,9565;1,3014;3,9039;2,01;3,93;3,82;7,68;3,94;3,86;25,24
673;27/08/2023;10:00;NORWAY;DIVISION 3 - GROUP 1 - ROUND 17;Sandviken;Grorud 2;42;21;40;21;2,0;1,1952;1,9048;1,3418;3,9048;2,01;4,03;4,03;7,67;3,84;3,65;25,23
674;27/08/2023;05:30;AUSTRIA;2. LIGA - ROUND 5;Lafnitz;Grazer AK;40;24;54;24;1,6667;1,3437;2,25;1,4216;3,9167;1,99;3,32;2,76;7,46;4,48;5,04;25,05
675;27/08/2023;11:00;LUXEMBOURG;BGL LIGUE - ROUND 4;Kaerjeng;Differdange;29;22;52;20;1,3182;1,6345;2,6;2,8355;3,9182;1,99;2,62;1,73;6,81;5,17;6,72;25,04
676;27/08/2023;12:00;CZECH REPUBLIC;CFL - GROUP B - ROUND 4;Zapy;Chlumec nad Cidlinou;54;22;25;17;2,4545;2,0165;1,4706;1,0357;3,9251;1,97;4,85;5,95;7,13;2,9;2,13;24,93
677;27/08/2023;11:00;BELGIUM;CHALLENGER PRO LEAGUE - ROUND 3;RFC Liege;Oostende;52;18;25;24;2,8889;1,8224;1,0417;1,1358;3,9306;1,96;5,67;8,19;5,91;2,04;1,06;24,83
678;27/08/2023;11:00;LATVIA;OPTIBET VIRSLIGA - ROUND 27;RFS;Metta/LU;51;20;29;21;2,55;1,7457;1,381;0,9989;3,931;1,96;5,0;6,38;6,91;2,71;1,87;24,83
679;27/08/2023;09:30;NETHERLANDS;EERSTE DIVISIE - ROUND 3;Groningen;Willem II;30;20;56;23;1,5;1,4663;2,4348;2,8715;3,9348;1,95;2,93;2,2;7,14;4,76;5,79;24,77
680;27/08/2023;12:00;FINLAND;YKKONEN;SJK Akatemia;Gnistan;53;23;38;23;2,3043;1,333;1,6522;1,2374;3,9565;1,91;4,41;5,08;7,28;3,16;2,61;24,45
681;27/08/2023;11:30;CZECH REPUBLIC;DIVISION E - ROUND 4;FK Kozlovice;Nove Sady;42;20;43;23;2,1;1,261;1,8696;1,2956;3,9696;1,89;3,97;4,16;7,42;3,53;3,3;24,27
682;27/08/2023;10:00;GERMANY;OBERLIGA MITTELRHEIN - ROUND 3;Bonner;Konigsdorf;57;24;32;20;2,375;1,7984;1,6;1,9849;3,975;1,88;4,46;5,3;7,14;3,0;2,4;24,18
683;27/08/2023;12:00;WORLD;CLUB FRIENDLY WOMEN;Paris FC W;Le Havre W;52;23;36;21;2,2609;1,8701;1,7143;1,3145;3,9752;1,88;4,24;4,8;7,28;3,22;2,76;24,18
684;27/08/2023;10:00;GERMANY;OBERLIGA MITTELRHEIN - ROUND 3;Bergisch Gladbach;VfL Vichttal;45;21;41;22;2,1429;1,1664;1,8636;1,6596;4,0065;1,82;3,9;4,18;7,27;3,39;3,16;23,72
685;27/08/2023;08:00;GERMANY;REGIONALLIGA NORDOST - ROUND 5;Hertha Berlin II;Meuselwitz;48;20;34;21;2,4;1,6248;1,619;1,812;4,019;1,8;4,31;5,18;6,98;2,91;2,35;23,53
686;27/08/2023;11:30;SERBIA;SRPSKA LIGA - VOJVODINA - ROUND 3;Tisa Adorjan;1. Maj Ruma;53;21;33;22;2,5238;1,7894;1,5;1,158;4,0238;1,79;4,51;5,7;6,77;2,68;2,01;23,46
687;27/08/2023;11:30;SLOVAKIA;4. LIGA - CENTRAL - ROUND 3;Kovacova;Besenova;33;20;38;16;1,65;1,4925;2,375;2,2879;4,025;1,79;2,95;2,43;7,0;4,24;5,04;23,45
688;27/08/2023;11:30;SLOVAKIA;3. LIGA - EAST - ROUND 4;Oravske Vesele;Snina;44;20;42;23;2,2;1,6;1,8261;1,7106;4,0261;1,78;3,93;4,32;7,17;3,26;2,97;23,43
689;27/08/2023;05:00;MONGOLIA;PREMIER LEAGUE - ROUND 5;Khangarid;Khaan Khuns-Erchim;31;22;55;21;1,4091;1,267;2,619;2,6091;4,0281;1,78;2,51;1,77;6,57;4,67;6,11;23,41
690;27/08/2023;05:30;SLOVAKIA;2. LIGA - ROUND 5;Malzenice;Komarno;47;21;43;24;2,2381;1,7969;1,7917;1,8704;4,0298;1,78;3,98;4,45;7,13;3,19;2,85;23,38
691;27/08/2023;11:30;CZECH REPUBLIC;DIVISION D - ROUND 4;Zdar na Sazavou;Lanzhot;47;21;38;21;2,2381;1,5089;1,8095;1,4013;4,0476;1,75;3,91;4,37;7,07;3,16;2,86;23,12
692;27/08/2023;23:00;USA;MLS NEXT PRO;Portland Timbers 2;Colorado Rapids 2;43;21;42;21;2,0476;1,3619;2,0;1,4475;4,0476;1,75;3,57;3,66;7,15;3,49;3,49;23,11
693;27/08/2023;10:00;CZECH REPUBLIC;FORTUNA:LIGA - ROUND 6;Sigma Olomouc;Liberec;48;24;41;20;2,0;1,0;2,05;1,6875;4,05;1,74;3,48;3,48;7,14;3,57;3,66;23,07
694;27/08/2023;12:30;GERMANY;BUNDESLIGA - ROUND 2;Bayern Munich;Augsburg;59;21;20;16;2,8095;1,9178;1,25;0,9682;4,0595;1,72;4,85;6,81;6,06;2,16;1,35;22,95
695;27/08/2023;06:00;GERMANY;JUNIOREN BUNDESLIGA WEST - ROUND 4;Koln U19;B. Monchengladbach U19;36;20;52;23;1,8;1,6912;2,2609;1,8932;4,0609;1,72;3,1;2,79;7,01;3,9;4,41;22,93
696;27/08/2023;14:45;BOSNIA AND HERZEGOVINA;PREMIJER LIGA BIH - ROUND 5;Zrinjski;Zvijezda 09;55;20;29;22;2,75;1,479;1,3182;1,0611;4,0682;1,71;4,7;6,47;6,2;2,25;1,49;22,82
697;27/08/2023;09:30;NETHERLANDS;EREDIVISIE - ROUND 3;Feyenoord;Almere City;65;26;33;21;2,5;2,0048;1,5714;1,0498;4,0714;1,71;4,26;5,33;6,7;2,68;2,11;22,79
698;27/08/2023;05:15;CZECH REPUBLIC;CFL - GROUP A - ROUND 4;Slavia Prague B;Povltavska FA;46;20;39;22;2,3;1,6763;1,7727;1,3119;4,0727;1,7;3,92;4,51;6,94;3,02;2,68;22,77
699;27/08/2023;10:30;GERMANY;BUNDESLIGA - ROUND 2;Mainz;Eintracht Frankfurt;40;20;52;25;2,0;1,5492;2,08;3,0321;4,08;1,69;3,38;3,38;7,04;3,52;3,66;22,67
700;27/08/2023;12:00;CZECH REPUBLIC;STREDOCESKY KP - ROUND 4;Pruhonice;Tuchlovice;37;17;42;22;2,1765;1,7568;1,9091;1,6489;4,0856;1,68;3,66;3,98;6,99;3,21;3,06;22,58
701;27/08/2023;12:00;CZECH REPUBLIC;KRALOVEHRADECKY KP - ROUND 4;Horice;Rychnov n. Kneznou;50;21;36;21;2,381;1,4953;1,7143;1,1606;4,0953;1,67;3,96;4,72;6,79;2,86;2,45;22,45
702;27/08/2023;06:00;GERMANY;JUNIOREN BUNDESLIGA NORTH - ROUND 4;Werder Bremen U19;Dresden U19;48;21;38;21;2,2857;2,1189;1,8095;1,2196;4,0952;1,66;3,81;4,35;6,89;3,01;2,73;22,45
703;27/08/2023;06:00;TURKEY;SUPER LIG WOMEN - ROUND 1;Atasehir W;Fomget GSK W;25;21;61;21;1,1905;1,562;2,9048;3,1908;4,0953;1,67;1,98;1,18;5,76;4,84;7,02;22,45
704;27/08/2023;10:00;GERMANY;OBERLIGA MITTELRHEIN - ROUND 3;Hennef;Eintracht Hohkeppel;47;20;35;20;2,35;1,3143;1,75;1,299;4,1;1,66;3,89;4,58;6,81;2,9;2,54;22,38
705;27/08/2023;08:00;GERMANY;REGIONALLIGA NORDOST - ROUND 5;Hansa Rostock II;Berliner AK 07;60;19;21;22;3,1579;1,8712;0,9545;0,976;4,1124;1,64;5,17;8,16;4,94;1,56;0,75;22,22
706;27/08/2023;12:00;CZECH REPUBLIC;JIHOCESKY KP - ROUND 4;Junior Strakonice;Trebon;42;23;48;21;1,8261;1,6058;2,2857;1,7222;4,1118;1,64;2,99;2,73;6,84;3,74;4,28;22,22
707;27/08/2023;11:00;NORTH MACEDONIA;1. MFL - ROUND 5;Shkupi;KF Gostivar;49;23;42;21;2,1304;1,5409;2,0;1,5736;4,1304;1,61;3,42;3,65;6,85;3,22;3,22;21,97
708;27/08/2023;12:00;AUSTRIA;BUNDESLIGA - ROUND 5;Hartberg;A. Klagenfurt;33;23;54;20;1,4348;1,1354;2,7;2,7404;4,1348;1,6;2,3;1,65;6,2;4,32;5,84;21,91
709;27/08/2023;10:00;NORWAY;DIVISION 3 - GROUP 6 - ROUND 17;Lorenskog;Sarpsborg 08 2;66;21;21;21;3,1429;1,9829;1,0;0,8729;4,1429;1,59;4,99;7,84;4,99;1,59;0,79;21,79
710;27/08/2023;09:30;SWITZERLAND;1.LIGA CLASSIC GROUP 2;Munsingen;Concordia;43;22;46;21;1,9545;1,0215;2,1905;1,8418;4,145;1,58;3,1;3,03;6,78;3,47;3,8;21,76
711;27/08/2023;13:00;DENMARK;SUPERLIGA - ROUND 6;Nordsjaelland;Midtjylland;56;23;36;21;2,4348;1,4693;1,7143;1,4846;4,1491;1,58;3,84;4,68;6,58;2,7;2,32;21,7
712;27/08/2023;10:00;CZECH REPUBLIC;USTECKY KP - ROUND 3;Banik Most - Sous B;Krupka;51;21;38;22;2,4286;1,3653;1,7273;1,3545;4,1559;1,57;3,81;4,62;6,58;2,71;2,34;21,63
713;27/08/2023;08:00;CAMBODIA;CPL;Boeung Ket;Visakha;38;18;45;22;2,1111;1,5947;2,0455;1,1472;4,1566;1,57;3,31;3,49;6,76;3,2;3,28;21,61
714;27/08/2023;20:00;USA;MLS NEXT PRO;Orlando City B;Columbus Crew 2;51;20;29;18;2,55;1,4309;1,6111;1,2534;4,1611;1,56;3,98;5,07;6,41;2,51;2,02;21,55
715;27/08/2023;11:30;CZECH REPUBLIC;VYSOCINA KP - ROUND 4;Ledec nad Sazavou;Kamenice nad Lipou;30;21;41;15;1,4286;1,4333;2,7333;1,9482;4,1619;1,56;2,23;1,59;6,08;4,26;5,82;21,54
716;27/08/2023;22:00;NICARAGUA;LIGA PRIMERA - APERTURA - ROUND 5;Esteli;Diriangen;56;23;38;22;2,4348;1,5273;1,7273;1,1355;4,1621;1,56;3,79;4,62;6,55;2,69;2,32;21,53
717;27/08/2023;10:00;GERMANY;OBERLIGA NIEDERSACHSEN - ROUND 4;Egestorf-Langreder;Ramlingen-Ehlershausen;51;22;39;21;2,3182;1,5779;1,8571;1,4569;4,1753;1,54;3,56;4,13;6,62;2,86;2,65;21,36
